"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","hCoV-19/Switzerland/BL-ETHZ-470684/2021|EPI_ISL_1001847|2021-01-25",0.298659068052296,0.183372443848475,0.196077774052967,0.321890714046262,"2021-01-25"
"3","hCoV-19/Switzerland/AG-ETHZ-451092/2021|EPI_ISL_1002233|2021-01-11",0.298680756545736,0.183482533485899,0.196237463821768,0.321599246146598,"2021-01-11"
"4","hCoV-19/Spain/CT-IBV-98015597/2021|EPI_ISL_1008949|2021-01-05",0.298393318351055,0.183443464260557,0.196390836212391,0.321772381175997,"2021-01-05"
"5","hCoV-19/Canada/QC-L00258092/2020|EPI_ISL_1009153|2020-05-08",0.29860318313075,0.183567255389161,0.196427372238265,0.321402189241824,"2020-05-08"
"6","hCoV-19/USA/MA-Broad_CRSP-00821/2021|EPI_ISL_1011686|2021-01-28",0.298502451144987,0.183500100731986,0.196460949566852,0.321536498556175,"2021-01-28"
"7","hCoV-19/Netherlands/FR-RIVM-12231/2021|EPI_ISL_1013846|2021-01-27",0.298502451144987,0.183399368746223,0.19649452689544,0.32160365321335,"2021-01-27"
"8","hCoV-19/Netherlands/ZH-RIVM-12152/2021|EPI_ISL_1014179|2021-02-04",0.298536028473575,0.18343294607481,0.196427372238265,0.32160365321335,"2021-02-04"
"9","hCoV-19/Netherlands/GR-RIVM-11527/2021|EPI_ISL_1014488|2021-01-11",0.298569605802162,0.183365791417635,0.196393794909677,0.321670807870526,"2021-01-11"
"10","hCoV-19/Netherlands/GR-RIVM-11452/2021|EPI_ISL_1014509|2021-01-03",0.29860318313075,0.183365791417635,0.196326640252502,0.321704385199114,"2021-01-03"
"11","hCoV-19/USA/NY-Wadsworth-21008848-01/2021|EPI_ISL_1016458|2021-01-10",0.298423347869842,0.18349547131835,0.196410600469641,0.321670580342167,"2021-01-10"
"12","hCoV-19/USA/OR-PROV-374/2020|EPI_ISL_1017242|2020-07-09",0.299120136495935,0.183566959954501,0.196246361781138,0.321066541768425,"2020-07-09"
"13","hCoV-19/USA/OR-PROV-250/2020|EPI_ISL_1017252|2020-07-06",0.299120136495935,0.183700779498846,0.196079087350708,0.321099996654511,"2020-07-06"
"14","hCoV-19/USA/SC-CDC-LC0006815/2021|EPI_ISL_1021240|2021-01-19",0.298623498132131,0.183724295762797,0.196311378857739,0.321340827247333,"2021-01-19"
"15","hCoV-19/Denmark/DCGC-43437/2021|EPI_ISL_1023781|2021-02-01",0.298569605802162,0.183365791417635,0.196427372238265,0.321637230541938,"2021-02-01"
"16","hCoV-19/Denmark/DCGC-43518/2021|EPI_ISL_1023896|2021-02-01",0.298957910407362,0.183854378129652,0.196000812017864,0.321186899445121,"2021-02-01"
"17","hCoV-19/Denmark/DCGC-44950/2021|EPI_ISL_1025328|2021-01-11",0.298643293706763,0.183558331654241,0.196386594129895,0.321411780509101,"2021-01-11"
"18","hCoV-19/USA/NY-CDC-LC0000767/2020|EPI_ISL_1029288|2020-12-23",0.298455221620166,0.183455053343654,0.196412344764918,0.321677380271262,"2020-12-23"
"19","hCoV-19/USA/MT-CDC-LC0002458/2021|EPI_ISL_1029810|2021-01-02",0.298488876922559,0.183690640460405,0.196345034160132,0.321475448456904,"2021-01-02"
"20","hCoV-19/Belgium/MBLG51240/2020|EPI_ISL_1029971|2020-03-20",0.298539533322142,0.183615914050697,0.196508309551788,0.321336243075374,"2020-03-20"
"21","hCoV-19/Belgium/MBLG32370/2020|EPI_ISL_1029973|2020-03-12",0.298922710339967,0.183474846461053,0.196362049870792,0.321240393328187,"2020-03-12"
"22","hCoV-19/USA/IL-IDPH-COO-I-0001055/2021|EPI_ISL_1032915|2021-01-20",0.298369638749831,0.183229603571912,0.19659044784197,0.321810309836287,"2021-01-20"
"23","hCoV-19/Switzerland/AG-UHB-713369701/2020|EPI_ISL_1036105|2020-12-11",0.298641167589331,0.183459151149136,0.196108035564503,0.321791645697031,"2020-12-11"
"24","hCoV-19/South_Africa/NHLS-UCT-GS-0983/2020|EPI_ISL_1040790|2020-10-26",0.298509462401608,0.183620834031151,0.196315525037682,0.32155417852956,"2020-10-26"
"25","hCoV-19/USA/UT-UPHL-2102612281/2021|EPI_ISL_1049226|2021-01-12",0.299120136495935,0.183265865979726,0.196179452008966,0.321434545515373,"2021-01-12"
"26","hCoV-19/Slovenia/08-034844-MB/2021|EPI_ISL_1056337|2021-02-03",0.298694762272254,0.183639230949904,0.196121195852766,0.321544810925075,"2021-02-03"
"27","hCoV-19/Slovenia/08-036395-MB/2021|EPI_ISL_1056358|2021-02-05",0.299138999631478,0.183356226339241,0.196019967168079,0.321484806861201,"2021-02-05"
"28","hCoV-19/Slovenia/17-012281-CE/2021|EPI_ISL_1056389|2021-02-02",0.298734604352961,0.183263033575164,0.196153197233002,0.321849164838873,"2021-02-02"
"29","hCoV-19/England/QEUH-129DAE7/2021|EPI_ISL_1057306|2021-02-14",0.298658507884208,0.18363984803147,0.196214235282251,0.321487408802071,"2021-02-14"
"30","hCoV-19/Switzerland/BE-ETHZ-481592/2021|EPI_ISL_1059418|2021-01-30",0.298717862656911,0.183594012217225,0.19621400281936,0.321474122306505,"2021-01-30"
"31","hCoV-19/Switzerland/ZH-ETHZ-461460/2021|EPI_ISL_1059437|2021-01-19",0.298475456525381,0.183615345954096,0.196247277600938,0.321661919919585,"2021-01-19"
"32","hCoV-19/Denmark/DCGC-45912/2020|EPI_ISL_1065422|2020-12-21",0.298639798488665,0.183610411418976,0.196372795969773,0.321376994122586,"2020-12-21"
"33","hCoV-19/Denmark/DCGC-46257/2021|EPI_ISL_1065767|2021-01-18",0.298670337787926,0.183533678060573,0.196427372238265,0.321368611913236,"2021-01-18"
"34","hCoV-19/Brazil/AM-FIOCRUZ-20140536FR/2020|EPI_ISL_1068088|2020-04-28",0.298455339153795,0.183680322364003,0.196507723304231,0.321356615177972,"2020-04-28"
"35","hCoV-19/Israel/CVL-794/2020|EPI_ISL_1073573|2020-12-29",0.298856776717364,0.183219235827741,0.19627019188615,0.321653795568745,"2020-12-29"
"36","hCoV-19/USA/TX-HMH-MCoV-19936/2021|EPI_ISL_1074375|2021-01-03",0.298474434199497,0.183503772003353,0.196345347862531,0.321676445934619,"2021-01-03"
"37","hCoV-19/USA/TX-HMH-MCoV-20223/2021|EPI_ISL_1074664|2021-01-01",0.298393857090165,0.183549609361902,0.196324984072696,0.321731549475237,"2021-01-01"
"38","hCoV-19/USA/TX-HMH-MCoV-23317/2021|EPI_ISL_1077847|2021-01-12",0.298534982734922,0.183512688993932,0.196251969559824,0.321700358711321,"2021-01-12"
"39","hCoV-19/USA/TX-HMH-MCoV-25202/2021|EPI_ISL_1079827|2021-01-21",0.298400885044755,0.183445640148848,0.196453116095075,0.321700358711321,"2021-01-21"
"40","hCoV-19/USA/PA-CDC-STM-000008828/2021|EPI_ISL_1088898|2021-01-31",0.29894870764698,0.183607874648453,0.196062675773403,0.321380741931164,"2021-01-31"
"41","hCoV-19/Netherlands/LI-RIVM-13869/2021|EPI_ISL_1089874|2021-02-01",0.298401719159224,0.18343294607481,0.196628836209791,0.321536498556175,"2021-02-01"
"42","hCoV-19/USA/FL-CDC-QDX21872433/2021|EPI_ISL_1090971|2021-02-07",0.298468873816399,0.183500100731986,0.196528104224028,0.321502921227587,"2021-02-07"
"43","hCoV-19/Italy/CAM-COTUGNO-IZSM-11897/2021|EPI_ISL_1095449|2021-02-18",0.298876328207217,0.183657534711614,0.196286111959806,0.321180025121363,"2021-02-18"
"44","hCoV-19/USA/NY-PRL-2021_02_17_01I09/2021|EPI_ISL_1097813|2021-02-15",0.298343475321163,0.184077079107505,0.196484110885734,0.321095334685598,"2021-02-15"
"45","hCoV-19/England/LIVE-DF555D/2021|EPI_ISL_1104332|2021-02-01",0.298633265052554,0.183417844789953,0.196413580039625,0.321535310117868,"2021-02-01"
"46","hCoV-19/Netherlands/UT-RIVM-91560/2020|EPI_ISL_11119605|2020-12-15",0.298569605802162,0.18343294607481,0.196427372238265,0.321570075884763,"2020-12-15"
"47","hCoV-19/USA/AZ-TG724320/2020|EPI_ISL_1113451|2020-04-16",0.298964901041842,0.183485619879295,0.196533935736201,0.321015543342662,"2020-04-16"
"48","hCoV-19/Switzerland/BL-ETHZ-500399/2021|EPI_ISL_1119397|2021-02-17",0.298512474396427,0.183237634733555,0.196467546422216,0.321782344447802,"2021-02-17"
"49","hCoV-19/USA/OR-OHSU-6565/2020|EPI_ISL_1122035|2020-12-01",0.298890125830719,0.183348513983065,0.19640387275242,0.321357487433795,"2020-12-01"
"50","hCoV-19/Austria/CeMM2965/2021|EPI_ISL_11229575|2021-01-04",0.298663353036002,0.183570660934981,0.196399785061795,0.321366200967222,"2021-01-04"
"51","hCoV-19/Denmark/DCGC-48684/2021|EPI_ISL_1124934|2021-02-15",0.298703915116513,0.183500100731986,0.196326640252502,0.321469343898999,"2021-02-15"
"52","hCoV-19/Denmark/DCGC-49023/2021|EPI_ISL_1125412|2021-02-22",0.298566103630075,0.183451425501192,0.196447160750865,0.321535310117868,"2021-02-22"
"53","hCoV-19/Denmark/DCGC-49312/2020|EPI_ISL_1125702|2020-11-30",0.298435296487811,0.183399368746223,0.196460949566852,0.321704385199114,"2020-11-30"
"54","hCoV-19/Denmark/DCGC-50072/2021|EPI_ISL_1126463|2021-02-15",0.298729667966124,0.183559618228256,0.196464578572389,0.32124613523323,"2021-02-15"
"55","hCoV-19/Switzerland/SO-ETHZ-490552/2021|EPI_ISL_1130475|2021-02-07",0.298733922829582,0.183581189710611,0.196107984994641,0.321576902465166,"2021-02-07"
"56","hCoV-19/Switzerland/SO-ETHZ-461082/2021|EPI_ISL_1130490|2021-01-18",0.29823470909995,0.181708934195259,0.195673794132273,0.324382562572518,"2021-01-18"
"57","hCoV-19/Switzerland/ZH-ETHZ-471205/2021|EPI_ISL_1130952|2021-01-27",0.298553545658959,0.183307044333322,0.196429170721885,0.321710239285834,"2021-01-27"
"58","hCoV-19/USA/LA-FUS0031A12/2021|EPI_ISL_11330895|2021-01-28",0.299170180017399,0.183631131633541,0.19604497088938,0.32115371745968,"2021-01-28"
"59","hCoV-19/Germany/SN-RKI-I-011238/2021|EPI_ISL_1141367|2021-01-21",0.298981847411079,0.183267466005761,0.19616183267466,0.3215888539085,"2021-01-21"
"60","hCoV-19/Germany/BW-RKI-I-014560/2021|EPI_ISL_1144698|2021-01-25",0.298493471710747,0.183595580850352,0.196317375292936,0.321593572145966,"2021-01-25"
"61","hCoV-19/Germany/SN-RKI-I-017388/2021|EPI_ISL_1147550|2021-02-08",0.298696937130575,0.183469908651263,0.196265448683503,0.321567705534659,"2021-02-08"
"62","hCoV-19/Germany/SN-RKI-I-018996/2021|EPI_ISL_1149158|2021-02-02",0.299128260575753,0.183065279091769,0.195803486957697,0.32200297337478,"2021-02-02"
"63","hCoV-19/Germany/BB-RKI-I-021802/2021|EPI_ISL_1151967|2021-02-09",0.299053226723763,0.183399685524071,0.196179452008966,0.3213676357432,"2021-02-09"
"64","hCoV-19/Germany/NW-RKI-I-023216/2021|EPI_ISL_1153383|2021-02-04",0.298467393889965,0.18292724368777,0.19624834335814,0.322357019064125,"2021-02-04"
"65","hCoV-19/Germany/NW-RKI-I-025730/2021|EPI_ISL_1155913|2021-02-16",0.299121512875536,0.183141094420601,0.196083690987124,0.321653701716738,"2021-02-16"
"66","hCoV-19/Germany/BW-RKI-I-026860/2020|EPI_ISL_1157074|2020-12-12",0.298415581794328,0.183805967638847,0.196218925555892,0.321559525010933,"2020-12-12"
"67","hCoV-19/USA/CT-CDC-QDX22024928/2021|EPI_ISL_1158960|2021-02-10",0.29860318313075,0.183399368746223,0.196293062923914,0.321704385199114,"2021-02-10"
"68","hCoV-19/USA/MT-WL-1780/2020|EPI_ISL_11609288|2020-11-07",0.298692105440572,0.183678284905279,0.196319018404908,0.321310591249242,"2020-11-07"
"69","hCoV-19/Cyprus/Cy090546/2020|EPI_ISL_1164690|2020-11-07",0.298537992086379,0.183622828784119,0.196331567299309,0.321507611830192,"2020-11-07"
"70","hCoV-19/Chile/BI-39466/2020|EPI_ISL_1167798|2020-04-13",0.298558981233244,0.183813672922252,0.196313672922252,0.321313672922252,"2020-04-13"
"71","hCoV-19/Mexico/JAL-InDRE_425/2021|EPI_ISL_1168503|2021-01-19",0.298514469669025,0.183494852620636,0.196271084135341,0.321719593574997,"2021-01-19"
"72","hCoV-19/Panama/PA737193-GMI/2021|EPI_ISL_11686179|2021-05-03",0.299210226892444,0.183387992771568,0.196071213439529,0.321330566896459,"2021-05-03"
"73","hCoV-19/USA/OR-OHSU-8390/2020|EPI_ISL_1171113|2020-12-22",0.299159326121178,0.183541548045684,0.19603443078675,0.321264695046388,"2020-12-22"
"74","hCoV-19/Belgium/UZA-UA-46728771/2021|EPI_ISL_1171472|2021-02-16",0.299032247262499,0.183303753809061,0.196128989049995,0.321535009878445,"2021-02-16"
