"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","hCoV-19/Denmark/DCGC-369640/2022|EPI_ISL_10014780|2022-02-07",0.298829307676781,0.182836574042925,0.196090964139137,0.322243154141156,"2022-02-07"
"3","hCoV-19/Denmark/DCGC-371689/2022|EPI_ISL_10062475|2022-02-10",0.29885328836425,0.18256323777403,0.196256323777403,0.322327150084317,"2022-02-10"
"4","hCoV-19/Denmark/DCGC-371735/2022|EPI_ISL_10062562|2022-02-11",0.298819255222525,0.182830423520705,0.196151646651193,0.322198674605577,"2022-02-11"
"5","hCoV-19/Denmark/DCGC-372315/2022|EPI_ISL_10063964|2022-02-08",0.298709156918112,0.18286943660078,0.196349334409036,0.322072072072072,"2022-02-08"
"6","hCoV-19/Denmark/DCGC-373619/2022|EPI_ISL_10066294|2022-02-09",0.298819255222525,0.182763144616006,0.196050728294143,0.322366871867326,"2022-02-09"
"7","hCoV-19/Denmark/DCGC-373666/2022|EPI_ISL_10066341|2022-02-03",0.298628659995283,0.182923952963375,0.196367802149668,0.322079584891674,"2022-02-03"
"8","hCoV-19/USA/TN-ASC-210508778/2022|EPI_ISL_10078882|2022-01-08",0.299149930572019,0.182612524130457,0.195820774206658,0.322416771090866,"2022-01-08"
"9","hCoV-19/Poland/Kce-1991/2022|EPI_ISL_10081322|2022-02-14",0.298463839042958,0.182945894507885,0.196166394779772,0.322423871669386,"2022-02-14"
"10","hCoV-19/Austria/LB-R00061-S314/2022|EPI_ISL_10139951|2022-02-10",0.29872145194481,0.182673818439429,0.196606281415511,0.32199844820025,"2022-02-10"
"11","hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-26094/2022|EPI_ISL_10190106|2022-01-31",0.299383336684764,0.183122193176486,0.19605871707219,0.321435753066559,"2022-01-31"
"12","hCoV-19/Denmark/DCGC-378898/2022|EPI_ISL_10205425|2022-02-14",0.298696061298562,0.182921091544562,0.196330151902137,0.322052695254739,"2022-02-14"
"13","hCoV-19/Denmark/DCGC-379039/2022|EPI_ISL_10205563|2022-02-16",0.298726178872719,0.182905925452895,0.196349947904413,0.322017947769973,"2022-02-16"
"14","hCoV-19/Denmark/DCGC-379232/2022|EPI_ISL_10206006|2022-02-14",0.298827403151564,0.183079662668414,0.195947989114001,0.322144945066022,"2022-02-14"
"15","hCoV-19/Denmark/DCGC-380814/2022|EPI_ISL_10209989|2022-02-13",0.298801168608751,0.183014876255079,0.196010611504752,0.322173343631418,"2022-02-13"
