"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","hCoV-19/Northern_Ireland/NIRE-003b8c/2021|EPI_ISL_10130666|2021-06-16",0.298997510596784,0.183408463970935,0.196124604723138,0.321469420709144,"2021-06-16"
"3","hCoV-19/Northern_Ireland/NIRE-004295/2021|EPI_ISL_10133096|2021-06-25",0.298643293706763,0.183323258781651,0.196252266774129,0.321781180737457,"2021-06-25"
"4","hCoV-19/Northern_Ireland/NIRE-005170/2021|EPI_ISL_10137971|2021-07-08",0.298816965786113,0.183437521005579,0.196242522013847,0.321502991194461,"2021-07-08"
"5","hCoV-19/Serbia/Belgrade-2515952809/2020|EPI_ISL_1017698|2020-09-28",0.298670337787926,0.183533678060573,0.196259485595326,0.321536498556175,"2020-09-28"
"6","hCoV-19/USA/WY-WPHL-20172355/2020|EPI_ISL_1023686|2020-12-30",0.298733498626282,0.183743215171212,0.196240702271661,0.321282583930845,"2020-12-30"
"7","hCoV-19/Denmark/DCGC-45200/2020|EPI_ISL_1025578|2020-12-28",0.298636760459338,0.183567255389161,0.196326640252502,0.321469343898999,"2020-12-28"
"8","hCoV-19/Poland/KCZ346/2021|EPI_ISL_10301515|2021-01-20",0.298578040110001,0.183748071634583,0.196223757461936,0.32145013079348,"2021-01-20"
"9","hCoV-19/USA/IA-SHL-1679595/2021|EPI_ISL_10335121|2021-04-28",0.298576608030079,0.183429568953941,0.196186383778703,0.321807439237277,"2021-04-28"
"10","hCoV-19/Germany/ST-MD752/2021|EPI_ISL_1034909|2021-02-15",0.298670337787926,0.183466523403398,0.196360217581089,0.321502921227587,"2021-02-15"
"11","hCoV-19/USA/LA-EVTL1898/2020|EPI_ISL_1040094|2020-11-09",0.298669526458661,0.183819833104327,0.196052146519655,0.321458493917356,"2020-11-09"
"12","hCoV-19/Mexico/CMX-INMEGEN-01-04-08/2021|EPI_ISL_1040568|2021-01-18",0.298670337787926,0.183265059431872,0.196360217581089,0.321704385199114,"2021-01-18"
"13","hCoV-19/Scotland/CVR6959/2021|EPI_ISL_1050210|2021-02-07",0.298736644042739,0.183421813050198,0.196357771655131,0.321483771251932,"2021-02-07"
"14","hCoV-19/England/PHWC-4C37D3/2021|EPI_ISL_1052222|2021-02-01",0.299088288529865,0.183314339344372,0.196219078903265,0.321378293222498,"2021-02-01"
