"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","hCoV-19/Switzerland/NE-ETHZ-450765/2021|EPI_ISL_1002634|2021-01-09",0.298531974795549,0.183503150556375,0.196138892612951,0.321825982035125,"2021-01-09"
"3","hCoV-19/Switzerland/SO-ETHZ-450934/2021|EPI_ISL_1002713|2021-01-10",0.298599007909908,0.183369084327658,0.196071859498592,0.321960048263842,"2021-01-10"
"4","hCoV-19/USA/NY-UB-00021/2020|EPI_ISL_1009307|2020-04-03",0.298645423683238,0.183523242916205,0.196430372088333,0.321400961312225,"2020-04-03"
"5","hCoV-19/Mayotte/IPP00961/2021|EPI_ISL_1013174|2021-01-13",0.298579154210473,0.18363508111921,0.196231231735582,0.321554532934735,"2021-01-13"
"6","hCoV-19/Mayotte/IPP03114/2021|EPI_ISL_1013306|2021-01-28",0.298547297297297,0.183344594594595,0.19652027027027,0.321587837837838,"2021-01-28"
"7","hCoV-19/Mayotte/IPP03151/2021|EPI_ISL_1013331|2021-01-29",0.298680312415836,0.18344330729868,0.196404524643146,0.321471855642338,"2021-01-29"
"8","hCoV-19/France/IDF_PSL_217/2020|EPI_ISL_1015235|2020-03-18",0.2986320659827,0.183732314088379,0.196305237041507,0.321330382887414,"2020-03-18"
"9","hCoV-19/USA/MD-MDH-0921/2021|EPI_ISL_1015617|2021-02-04",0.298477429740425,0.183412703735998,0.196190220672077,0.321919645851499,"2021-02-04"
"10","hCoV-19/USA/MD-MDH-0925/2021|EPI_ISL_1015621|2021-02-04",0.298477429740425,0.183345630156281,0.19635790462137,0.321819035481924,"2021-02-04"
"11","hCoV-19/USA/CA-PROV-828/2020|EPI_ISL_1017159|2020-12-18",0.299120136495935,0.183366230637985,0.196079087350708,0.321434545515373,"2020-12-18"
"12","hCoV-19/USA/WY-WPHL-21013094/2021|EPI_ISL_1017955|2021-02-08",0.299052909875841,0.183394130049195,0.196010843010609,0.321542117064355,"2021-02-08"
"13","hCoV-19/USA/NY-NYCPHL-003059/2021|EPI_ISL_1017999|2021-02-05",0.298468873816399,0.183466523403398,0.196326640252502,0.321737962527701,"2021-02-05"
"14","hCoV-19/Hong_Kong/HKPU-08069/2020|EPI_ISL_1020235|2020-12-19",0.29884355817818,0.183708074744803,0.196188150710483,0.321260216366534,"2020-12-19"
"15","hCoV-19/USA/NY-CDC-LC0006756/2021|EPI_ISL_1021751|2021-01-18",0.298455221620166,0.18352236394844,0.196311378857739,0.321711035573655,"2021-01-18"
"16","hCoV-19/Denmark/DCGC-45223/2020|EPI_ISL_1025601|2020-12-28",0.298569605802162,0.183466523403398,0.196225908266738,0.321737962527701,"2020-12-28"
"17","hCoV-19/USA/GA-CDC-LC0001226/2020|EPI_ISL_1029460|2020-12-27",0.298556187527345,0.183656985158012,0.196311378857739,0.321475448456904,"2020-12-27"
"18","hCoV-19/USA/IL-CDC-LC0002892/2020|EPI_ISL_1029928|2020-12-30",0.298488876922559,0.18328677683169,0.196277723555346,0.321946622690405,"2020-12-30"
"19","hCoV-19/USA/CA-CZB-23349/2021|EPI_ISL_1030347|2021-01-14",0.298562476962772,0.183761686157558,0.19612639479945,0.32154944208022,"2021-01-14"
"20","hCoV-19/USA/NC-CDC-LC0010029/2021|EPI_ISL_1032249|2021-01-23",0.298623498132131,0.183387742738869,0.19621041295056,0.32177834617844,"2021-01-23"
"21","hCoV-19/USA/OK-CDC-LC0008422/2021|EPI_ISL_1032439|2021-01-20",0.298522532224952,0.183387742738869,0.196311378857739,0.32177834617844,"2021-01-20"
"22","hCoV-19/USA/IL-IDPH-WAB-C-001452/2020|EPI_ISL_1032689|2020-06-20",0.298538763360844,0.183500202949533,0.196455148153159,0.321505885536463,"2020-06-20"
"23","hCoV-19/Netherlands/UT-RIVM-13156/2021|EPI_ISL_1035339|2021-02-10",0.298670337787926,0.183500100731986,0.196393794909677,0.321435766570412,"2021-02-10"
"24","hCoV-19/Netherlands/UT-RIVM-12894/2021|EPI_ISL_1035435|2021-02-04",0.298703915116513,0.183533678060573,0.196091598952387,0.321670807870526,"2021-02-04"
"25","hCoV-19/USA/OH-USAFSAM-S0382/2021|EPI_ISL_1036828|2021-01-28",0.298456779746495,0.183505362606328,0.196315099351108,0.32172275829607,"2021-01-28"
"26","hCoV-19/USA/CO-CDPHE-2100338666/2021|EPI_ISL_1038888|2021-02-03",0.298400348770918,0.183406552868976,0.196351319628425,0.321841778731681,"2021-02-03"
"27","hCoV-19/USA/LA-EVTL2030/2021|EPI_ISL_1039675|2021-02-01",0.298586927404233,0.183364586123761,0.196155906777391,0.321892579694616,"2021-02-01"
"28","hCoV-19/Switzerland/GE-33243450/2021|EPI_ISL_1040406|2021-02-11",0.29854946232957,0.183712438444273,0.196073833372416,0.32166426585374,"2021-02-11"
"29","hCoV-19/South_Africa/NHLS-UCT-GS-1112/2020|EPI_ISL_1040738|2020-11-05",0.29830599986502,0.183437942903422,0.196328541540123,0.321927515691436,"2020-11-05"
"30","hCoV-19/South_Africa/NHLS-UCT-GS-8439/2020|EPI_ISL_1040753|2020-12-22",0.298530990072444,0.183357928628924,0.196371075932385,0.321740005366246,"2020-12-22"
"31","hCoV-19/USA/WY-WPHL-21011539/2021|EPI_ISL_1060020|2021-02-02",0.298864557988646,0.183360367666937,0.196370640713706,0.321404433630711,"2021-02-02"
"32","hCoV-19/USA/UT-UPHL-2102284317/2021|EPI_ISL_1060866|2021-01-10",0.298729889923793,0.18381033022862,0.196172734970364,0.321287044877223,"2021-01-10"
"33","hCoV-19/South_Korea/KDCA1475/2021|EPI_ISL_1063695|2021-01-08",0.299016811516392,0.183248884265629,0.196302137512164,0.321432166705815,"2021-01-08"
"34","hCoV-19/USA/WI-WSLH-211034/2021|EPI_ISL_1067877|2021-01-26",0.298484442060086,0.183275214592275,0.196284871244635,0.321955472103004,"2021-01-26"
"35","hCoV-19/USA/WI-WSLH-210181/2020|EPI_ISL_1067910|2020-12-26",0.298636760459338,0.183332214089047,0.196326640252502,0.321704385199114,"2020-12-26"
"36","hCoV-19/USA/TX-HMH-MCoV-20904/2021|EPI_ISL_1075347|2021-01-06",0.298589739253948,0.183638269809598,0.196624843586188,0.321147147350266,"2021-01-06"
"37","hCoV-19/USA/TX-HMH-MCoV-21359/2020|EPI_ISL_1075805|2020-12-29",0.298575498575499,0.183274677392324,0.196313055136585,0.321836768895592,"2020-12-29"
"38","hCoV-19/USA/TX-HMH-MCoV-21410/2021|EPI_ISL_1075856|2021-01-05",0.298446882023414,0.183388682030123,0.196404011941901,0.321760424004562,"2021-01-05"
"39","hCoV-19/USA/TX-HMH-MCoV-21460/2021|EPI_ISL_1075906|2021-01-05",0.298727820555742,0.183361232005357,0.196183461667225,0.321727485771677,"2021-01-05"
"40","hCoV-19/USA/TX-HMH-MCoV-21610/2021|EPI_ISL_1076057|2021-01-09",0.298489466456777,0.183541548045684,0.19620189570285,0.321767089794688,"2021-01-09"
"41","hCoV-19/USA/TX-HMH-MCoV-21946/2021|EPI_ISL_1076472|2021-01-09",0.298627385336458,0.183361232005357,0.196216940073653,0.321794442584533,"2021-01-09"
"42","hCoV-19/USA/TX-HMH-MCoV-23577/2021|EPI_ISL_1078107|2021-01-14",0.298704350161117,0.183639903329753,0.19609291084855,0.32156283566058,"2021-01-14"
"43","hCoV-19/USA/TX-HMH-MCoV-23640/2021|EPI_ISL_1078170|2021-01-13",0.298392000540504,0.183467333288291,0.196473211269509,0.321667454901696,"2021-01-13"
"44","hCoV-19/USA/TX-HMH-MCoV-24358/2021|EPI_ISL_1078912|2021-01-16",0.298620666510051,0.183441286035507,0.196060006040877,0.321878041413565,"2021-01-16"
"45","hCoV-19/USA/TX-HMH-MCoV-24794/2021|EPI_ISL_1079407|2021-01-18",0.298419239343376,0.183341214618658,0.196480443153415,0.32175910288455,"2021-01-18"
"46","hCoV-19/USA/TX-HMH-MCoV-25057/2021|EPI_ISL_1079671|2021-01-20",0.298369950389794,0.183389018257906,0.196348418885627,0.321892612466673,"2021-01-20"
"47","hCoV-19/USA/TX-HMH-MCoV-25119/2021|EPI_ISL_1079744|2021-01-20",0.298400162008911,0.183508842986364,0.19646955582557,0.321621439179155,"2021-01-20"
"48","hCoV-19/France/un-HMN-21022190246/2021|EPI_ISL_1085409|2021-02-16",0.298328549721425,0.18328549721425,0.196522032753672,0.321863920310653,"2021-02-16"
"49","hCoV-19/South_Africa/KRISP-K008441/2021|EPI_ISL_1086013|2021-01-11",0.298847466792848,0.183087166661034,0.19620103423801,0.321864332308108,"2021-01-11"
"50","hCoV-19/USA/VA-CDC-QDX21399435/2021|EPI_ISL_1086360|2021-01-23",0.298536028473575,0.183399368746223,0.19649452689544,0.321570075884763,"2021-01-23"
"51","hCoV-19/USA/MO-CDC-QDX21605910/2021|EPI_ISL_1086659|2021-02-01",0.298536028473575,0.183365791417635,0.196393794909677,0.321704385199114,"2021-02-01"
"52","hCoV-19/USA/KS-CDC-QDX21674208/2021|EPI_ISL_1087426|2021-02-03",0.29860318313075,0.183365791417635,0.196259485595326,0.321771539856289,"2021-02-03"
"53","hCoV-19/USA/IN-CDC-STM-000010440/2021|EPI_ISL_1089149|2021-02-07",0.298586213894338,0.183453967394981,0.196509504160184,0.321450314550497,"2021-02-07"
"54","hCoV-19/USA/NC-CDC-STM-000010650/2021|EPI_ISL_1089373|2021-02-07",0.298544991283358,0.183518841357114,0.196292074560815,0.321644092798713,"2021-02-07"
"55","hCoV-19/Ireland/WD-NVRL-e84IRL92515/2021|EPI_ISL_1092948|2021-02-01",0.298554621848739,0.183495798319328,0.196100840336134,0.321848739495798,"2021-02-01"
"56","hCoV-19/USA/MT-CDC-2-3851450/2021|EPI_ISL_1094939|2021-01-20",0.298523453979308,0.183647503934108,0.196236649144541,0.321592392942043,"2021-01-20"
"57","hCoV-19/USA/GA-CDC-2-4068740/2021|EPI_ISL_1095119|2021-01-04",0.298676875545705,0.183390422459534,0.196487339646719,0.321445362348042,"2021-01-04"
"58","hCoV-19/USA/NY-PRL-2021_02_19_00K20/2021|EPI_ISL_1098001|2021-02-16",0.298603144611647,0.183784330926513,0.19630204467238,0.321310479789459,"2021-02-16"
"59","hCoV-19/USA/NY-PRL-2021_02_19_01L20/2021|EPI_ISL_1098181|2021-02-17",0.298489893384455,0.183533447684391,0.196448390677026,0.321528268254128,"2021-02-17"
"60","hCoV-19/USA/NY-PRL-2021_02_22_00E23/2021|EPI_ISL_1098301|2021-02-19",0.298527037933818,0.183582189938122,0.196361312886737,0.321529459241324,"2021-02-19"
"61","hCoV-19/Belgium/UGent-1961/2021|EPI_ISL_1109862|2021-02-05",0.298483720300548,0.183341230623435,0.196473295877615,0.321701753198402,"2021-02-05"
"62","hCoV-19/USA/NH-CDC-QDX21992096/2021|EPI_ISL_1113953|2021-02-11",0.298569605802162,0.18343294607481,0.196460949566852,0.321536498556175,"2021-02-11"
"63","hCoV-19/USA/NV-CDC-QDX21954514/2021|EPI_ISL_1114083|2021-02-10",0.298638722285868,0.183637711436081,0.196374418761372,0.321349147516679,"2021-02-10"
"64","hCoV-19/USA/WY-WPHL-20165475/2020|EPI_ISL_1114410|2020-12-14",0.29849845823837,0.183369084327658,0.196272958841668,0.321859498592305,"2020-12-14"
"65","hCoV-19/Norway/1721/2021|EPI_ISL_1118472|2021-01-17",0.298536028473575,0.183466523403398,0.196326640252502,0.321670807870526,"2021-01-17"
"66","hCoV-19/Switzerland/NE-ETHZ-501282/2020|EPI_ISL_1119753|2020-11-08",0.298618598382749,0.183355795148248,0.196159029649596,0.321866576819407,"2020-11-08"
"67","hCoV-19/Switzerland/SZ-ETHZ-500131/2020|EPI_ISL_1119947|2020-11-12",0.298484442060086,0.183543454935622,0.196050160944206,0.321921942060086,"2020-11-12"
"68","hCoV-19/USA/RI-Broad_RIDOH-00305/2021|EPI_ISL_1121821|2021-02-10",0.298649056350776,0.183433341155174,0.196104723274446,0.321812879219604,"2021-02-10"
"69","hCoV-19/USA/IL-NM-10224/2020|EPI_ISL_11254341|2020-04-19",0.298597127131159,0.183749496576722,0.196301516982145,0.321351859309975,"2020-04-19"
"70","hCoV-19/USA/IA-SHL-1634535/2021|EPI_ISL_11255053|2021-03-16",0.298508463214346,0.183576336517513,0.196212502094855,0.321702698173286,"2021-03-16"
"71","hCoV-19/USA/NM-NCGR-237758_PBvcfC/2021|EPI_ISL_11259202|2021-11-08",0.298643143328507,0.183158816201475,0.196323356115956,0.321874684354062,"2021-11-08"
"72","hCoV-19/Canada/QC-L00409639001/2021|EPI_ISL_11263519|2021-01-08",0.298636760459338,0.183298636760459,0.196158753609563,0.32190584917064,"2021-01-08"
