"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","hCoV-19/Qatar/QA.QU.18.38.H8/2022|EPI_ISL_10008493|2022-01-16",0.298927704343135,0.183301861343404,0.196081737253844,0.321688697059617,"2022-01-16"
"3","hCoV-19/Qatar/QA.QU.18.38.G9/2022|EPI_ISL_10008514|2022-01-18",0.298777210427304,0.183284063423811,0.19604944907283,0.321889277076055,"2022-01-18"
"4","hCoV-19/Qatar/QA.QU.18.38.F4/2022|EPI_ISL_10008560|2022-01-21",0.298740131026373,0.183705694607761,0.196069208802285,0.321484965563581,"2022-01-21"
"5","hCoV-19/Italy/PIE_IRCC_15879407/2022|EPI_ISL_10073450|2022-01-31",0.298952756170657,0.182846752197192,0.196349799643062,0.32185069198909,"2022-01-31"
"6","hCoV-19/USA/TN-ASC-210594392/2021|EPI_ISL_10082241|2021-12-21",0.298816568047337,0.183364712210866,0.196207638515331,0.321611081226466,"2021-12-21"
"7","hCoV-19/Belgium/Jessa_21-2106-001197/2021|EPI_ISL_1014906|2021-02-11",0.298523489932886,0.183691275167785,0.196342281879195,0.321442953020134,"2021-02-11"
"8","hCoV-19/USA/OH-UHTL-20/2020|EPI_ISL_1018058|2020-05-15",0.29909668785547,0.183606557377049,0.196085647373704,0.321211107393777,"2020-05-15"
"9","hCoV-19/Italy/PIE_IRCC_15880316/2022|EPI_ISL_10197524|2022-02-13",0.298742243836995,0.183196377662251,0.196243501593158,0.321817876907597,"2022-02-13"
"10","hCoV-19/Denmark/DCGC-45348/2020|EPI_ISL_1025726|2020-12-21",0.298569605802162,0.183802296689275,0.196360217581089,0.321267879927473,"2020-12-21"
"11","hCoV-19/India/KA-CBR-1402PRED032/2022|EPI_ISL_10306119|2022-02-12",0.299163039839304,0.18346166722464,0.196016069635085,0.321359223300971,"2022-02-12"
"12","hCoV-19/India/un-NIV-Q111/2020|EPI_ISL_1061432|2020-03-10",0.299183618843683,0.183652301927195,0.195998394004283,0.321165685224839,"2020-03-10"
"13","hCoV-19/Anhui/03/2020|EPI_ISL_1068593|2020-01-31",0.298619950425404,0.183928451798754,0.196255108193207,0.321196489582635,"2020-01-31"
"14","hCoV-19/India/JK-ICMR-279/2020|EPI_ISL_1072990|2020-04-01",0.298636926889715,0.183830670819518,0.196255735289193,0.321276667001574,"2020-04-01"
"15","hCoV-19/India/JK-ICMR-52384/2020|EPI_ISL_1072994|2020-05-28",0.299220501154194,0.183366230637985,0.196112542236794,0.321300725971028,"2020-05-28"
"16","hCoV-19/Italy/PIE_IRCC_15880821/2022|EPI_ISL_10880555|2022-02-21",0.299202217564735,0.182644851598945,0.196031370427963,0.322121560408356,"2022-02-21"
"17","hCoV-19/Hungary/907-6/2020|EPI_ISL_1095620|2020-04-25",0.298679479856188,0.183663183360774,0.196263566412419,0.321393770370619,"2020-04-25"
"18","hCoV-19/Italy/PIE_IRCC_15881219/2022|EPI_ISL_11030329|2022-03-07",0.299211799330199,0.182605459896485,0.196035316802544,0.322147423970772,"2022-03-07"
"19","hCoV-19/Italy/PIE_IRCC_15881093/2022|EPI_ISL_11070364|2022-03-07",0.299262915877739,0.18258047065188,0.195935893968082,0.322220719502299,"2022-03-07"
"20","hCoV-19/Italy/LOM-Pavia-38891/2020|EPI_ISL_1133174|2020-04-08",0.298714343109683,0.183708316593009,0.196263559662515,0.321313780634793,"2020-04-08"
"21","hCoV-19/Italy/LOM-Pavia-40738/2020|EPI_ISL_1133180|2020-04-10",0.298814785054239,0.18377527788938,0.196129637069774,0.321280299986608,"2020-04-10"
"22","hCoV-19/Italy/LOM-Pavia-41369/2020|EPI_ISL_1133184|2020-04-12",0.298884658152778,0.183812379957543,0.19627994743404,0.321023014455639,"2020-04-12"
"23","hCoV-19/Italy/LOM-Pavia-44120/2020|EPI_ISL_1133194|2020-04-16",0.298714343109683,0.183741797241195,0.1962970403107,0.321246819338422,"2020-04-16"
