"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","KC164505.2 |Betacoronavirus England 1, complete genome",0.262262960379928,0.202450931553253,0.209325495666036,0.325960612400784,NA
"3","KC667074.1 |Human betacoronavirus 2c England-Qatar/2012, complete genome",0.262254250797024,0.202444208289054,0.209351753453773,0.325949787460149,NA
"4","KJ556336.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_1_2013, complete genome",0.262194713951154,0.202341920374707,0.209434593509535,0.326028772164604,NA
"5","KJ156881.1 |Middle East respiratory syndrome coronavirus isolate Wadi-Ad-Dawasir_1_2013, complete genome",0.262185992347363,0.202329063383796,0.209416070537348,0.326068873731492,NA
"6","KJ156949.1 |Middle East respiratory syndrome coronavirus isolate Taif_1_2013, complete genome",0.2620861753452,0.202062884711362,0.209549159873565,0.326301780069872,NA
"7","KJ156944.1 |Middle East respiratory syndrome coronavirus isolate Riyadh_5_2013, complete genome",0.2620861753452,0.202229246381634,0.209449342871402,0.326235235401763,NA
"8","KJ156952.1 |Middle East respiratory syndrome coronavirus isolate Riyadh_4_2013, complete genome",0.262128169295268,0.202468889332535,0.209556132295202,0.325846809076995,NA
"9","KF600613.1 |Middle East respiratory syndrome coronavirus isolate Riyadh_3_2013, complete genome",0.262182749559259,0.202308485513754,0.209493397199215,0.326015367727772,NA
"10","KF192507.1 |Middle East respiratory syndrome coronavirus, complete genome",0.262457258573183,0.20256946519271,0.209341699033961,0.325631577200146,NA
"11","MH259485.1 |Middle East respiratory syndrome-related coronavirus isolate KSA_1722, complete genome",0.261843811296918,0.202566574686658,0.209481698194754,0.32610791582167,NA
"12","MH259486.1 |Middle East respiratory syndrome-related coronavirus isolate KSA_1723, complete genome",0.262429012653183,0.202417721098602,0.20915944339278,0.325993822855435,NA
"13","MK039552.1 |Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011123/2014, complete genome",0.262424061348471,0.202270690170302,0.209242107359825,0.326063141121402,NA
"14","KY581693.1 |Middle East respiratory syndrome-related coronavirus strain Hu/UAE_032_2014, complete genome",0.262399575061417,0.202277405218777,0.209249053847686,0.32607396587212,NA
"15","KP223131.1 |Middle East respiratory syndrome coronavirus isolate Florida/USA-2_Saudi Arabia_2014, complete genome",0.262424061348471,0.202270690170302,0.209242107359825,0.326063141121402,NA
"16","KJ829365.1 |Middle East respiratory syndrome coronavirus strain Florida/USA-2_Saudi Arabia_2014, complete genome",0.262424061348471,0.202337084619726,0.209242107359825,0.325996746671978,NA
"17","MK039553.1 |Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011858/2014, complete genome",0.262390864123759,0.202303887395014,0.209308501809249,0.325996746671978,NA
"18","MK052676.1 |Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011858/2014, complete genome",0.262390864123759,0.202303887395014,0.209308501809249,0.325996746671978,NA
"19","KM027255.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_C7149/KSA/2014-04-05, complete genome",0.261773454995154,0.202647147297704,0.209298439118955,0.326280958588188,"2014-04-05"
"20","KM027258.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_C8826/KSA/2014-04-12, complete genome",0.26156529907075,0.202656915696602,0.209534033345634,0.326243751887014,"2014-04-12"
"21","KM027261.1 |Middle East respiratory syndrome coronavirus isolate Makkah_C9355/KSA/Makkah/2014-04-15, complete genome",0.261632392901473,0.202589821865879,0.209500486430273,0.326277298802375,"2014-04-15"
"22","KM027256.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_C7569/KSA/2014-04-03, complete genome",0.261715355304499,0.202653920716625,0.209338859549435,0.32629186442944,"2014-04-03"
"23","KM027259.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_C9055/KSA/2014-04-14, complete genome",0.261748779998663,0.202653920716625,0.209305434855271,0.32629186442944,"2014-04-14"
"24","KM027257.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_C7770/KSA/2014-04-07, complete genome",0.261536911399207,0.202391348156109,0.209545240814133,0.32652649963055,"2014-04-07"
"25","KT861628.1 |Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011123/2014, complete genome",0.26231142420416,0.202399149332093,0.209244367648036,0.326045058815711,NA
"26","KM027260.1 |Middle East respiratory syndrome coronavirus isolate Jeddah_C10306/KSA/2014-04-20, complete genome",0.261766084220392,0.202584186918391,0.209513289147754,0.326136439713463,"2014-04-20"
"27","KJ650098.1 |Middle East respiratory syndrome coronavirus isolate Camel/Qatar_2_2014, complete genome",0.262310323073347,0.202477006341933,0.209217385529767,0.325995285054952,NA
"28","KJ713295.1 |Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-505, complete genome",0.262079500547936,0.20247069372032,0.209311592999701,0.326138212732043,NA
"29","KJ713296.1 |Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-378, complete genome",0.262112708796865,0.202371068973533,0.20934480124863,0.326171420980972,NA
"30","KT877350.1 |Middle East respiratory syndrome coronavirus isolate KSA_1725, complete genome",0.262516600265604,0.202456839309429,0.20906374501992,0.325962815405046,NA
