"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","LC756669.1 |Human coronavirus OC43 HCoVOC43_Fukushima_OR421_2021 RNA, nearly complete genome",0.277510405827263,0.151177159209157,0.2144901144641,0.35682232049948,NA
"3","LC756670.1 |Human coronavirus OC43 HCoVOC43_Fukushima_OR427_2021 RNA, nearly complete genome",0.277031204242996,0.151205544528683,0.214655256564605,0.357107994663717,NA
"4","ON554023.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME001-45/2015, complete genome",0.276949672200659,0.151472650771388,0.214194853061091,0.357382823966861,NA
"5","ON554024.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME016-70/2016, complete genome",0.276886976926085,0.151870681788554,0.214281058532134,0.356961282753226,NA
"6","ON554025.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME019-62/2016, complete genome",0.276892886345053,0.151823385118561,0.214129190515127,0.357154538021259,NA
"7","ON554026.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME020-63/2016, complete genome",0.276543129535028,0.152116617316891,0.214492564995282,0.3568476881528,NA
"8","ON554027.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME021-51/2016, complete genome",0.277017338026333,0.152098813713988,0.214020336331639,0.356863511928041,NA
"9","ON554028.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME022-58/2016, complete genome",0.277180095556928,0.151786004485325,0.214353040595443,0.356680859362304,NA
"10","ON554029.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME023-59/2016, complete genome",0.276887499185721,0.151749071721712,0.214383427789721,0.356980001302847,NA
"11","ON554030.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME041-68/2016, complete genome",0.276749406291682,0.151761605777677,0.214613357623865,0.356875630306776,NA
"12","ON554031.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME050-53/2016, complete genome",0.276717059820149,0.151961423172162,0.214420695946827,0.356900821060863,NA
"13","ON554032.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME060-48/2016, complete genome",0.276567290756083,0.152032096027138,0.214332311305369,0.35706830191141,NA
"14","ON554033.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME061-49/2016, complete genome",0.276765635694033,0.151810448782714,0.214353224912818,0.357070690610436,NA
"15","ON554034.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME062-50/2016, complete genome",0.276815706225744,0.151583341486482,0.214199523856113,0.35740142843166,NA
"16","ON554035.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME066-61/2016, complete genome",0.276762146837423,0.151986183074266,0.214325284322351,0.35692638576596,NA
"17","ON554036.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME068-46/2016, complete genome",0.276651150678689,0.152013280817682,0.214576348426158,0.356759220077471,NA
"18","ON554037.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME070-65/2016, complete genome",0.276983222023131,0.151816256719335,0.214269424987783,0.356931096269751,NA
"19","ON554038.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME073-64/2016, complete genome",0.276774382505125,0.151713365225032,0.214487942985453,0.357024309284389,NA
"20","ON554039.1 |Human coronavirus OC43 isolate HCoV-OC43/BIME076-67/2016, complete genome",0.276908533802725,0.151769998044201,0.214094791055479,0.357226677097594,NA
