"","current_seq_name","a_ratio","c_ratio","g_ratio","t_ratio","date"
"2","LC756668.1 |Human coronavirus NL63 HCoVNL63_Fukushima_O230_2018 RNA, nearly complete genome",0.263089100283204,0.144579188149009,0.200384866748965,0.391946844818822,NA
"3","ON553965.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME011-73/2016, complete genome",0.262922573609597,0.144820065430752,0.200545256270447,0.391712104689204,NA
"4","ON553966.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME028-62/2016, complete genome",0.262981818181818,0.144690909090909,0.2004,0.391927272727273,NA
"5","ON553967.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME034-71/2016, complete genome",0.262783006868481,0.144565177890032,0.200603263437148,0.392048551804339,NA
"6","ON553968.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME036-72/2016, complete genome",0.263060379277774,0.144772215360023,0.200283368451646,0.391884036910557,NA
"7","ON553969.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME042-63/2016, complete genome",0.263004940424295,0.144834350479512,0.200414123801221,0.391746585294972,NA
"8","ON553970.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME048-59/2016, complete genome",0.26301081512666,0.144661392175365,0.200624228787109,0.391703563910866,NA
"9","ON553971.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME051-76/2016, complete genome",0.263873775843308,0.144613710554951,0.199963728690606,0.391548784911135,NA
"10","ON553973.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME068-56/2016, complete genome",0.262907386549431,0.14467899574901,0.200559532027759,0.3918540856738,NA
"11","ON553974.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME070-61/2016, complete genome",0.263131018383426,0.144842427779399,0.200539830755763,0.391486723081412,NA
"12","ON553975.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME089-67/2016, complete genome",0.263180891348675,0.144188756189921,0.200662685697641,0.391967666763763,NA
"13","ON553976.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME097-57/2016, complete genome",0.263022157646204,0.144569560479477,0.20050853614239,0.391899745731929,NA
"14","ON553977.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME099-75/2016, complete genome",0.263219100919432,0.144710542573682,0.20034887524076,0.391721481266126,NA
"15","ON553978.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME102-64/2016, complete genome",0.263245875426993,0.144196525910313,0.20030525474235,0.392252343920343,NA
"16","ON553979.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME103-65/2016, complete genome",0.263087101933983,0.144685182492366,0.200341718772721,0.391885996800931,NA
"17","ON553980.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME104-66/2016, complete genome",0.262937927024277,0.144534089257159,0.200392498909725,0.392135484808838,NA
"18","ON553981.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME106-68/2016, complete genome",0.262766034720709,0.144730151812305,0.200443088545072,0.392060724921915,NA
"19","ON553982.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME107-69/2016, complete genome",0.26335503109204,0.144332521182588,0.200261827702826,0.392050620022546,NA
"20","ON553983.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME109-70/2016, complete genome",0.263483514083994,0.144552005240556,0.200087342601354,0.391877138074096,NA
"21","ON553984.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME110-14/2017, complete genome",0.263127272727273,0.144509090909091,0.200254545454545,0.392109090909091,NA
"22","ON553985.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME115-55/2017, complete genome",0.263385397747911,0.144569560479477,0.200254268071195,0.391790773701417,NA
"23","ON553986.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME126-15/2017, complete genome",0.263087101933983,0.144576123309583,0.200123600407154,0.39221317434928,NA
"24","ON553987.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME133-16/2017, complete genome",0.26308519918581,0.144627798778715,0.200239895318407,0.392047106717069,NA
"25","ON553989.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME151-13/2017, complete genome",0.263050748873055,0.144539770248655,0.20019630652901,0.39221317434928,NA
"26","ON553990.1 |Human coronavirus NL63 isolate HCoV-NL63/BIME153-17/2017, complete genome",0.26320185951914,0.144439601946684,0.200188857412653,0.392169681121523,NA
